0, 0, 32944
0, 0, 99872
0, 0, 4354
0, 0, 2559
0, 0, 1954
0, 0, 1544861
0, 0, 57324
0, 0, 25597
0, 0, 3688
0, 0, 84031
0, 0, 75873
0, 0, 136026
0, 0, 77633
0, 0, 75761
0, 0, 75368
0, 0, 75913
0, 0, 77098
0, 0, 72658
0, 0, 106304
0, 0, 69213
0, 0, 9782
0, 0, 71846
0, 0, 86539
0, 0, 64412
0, 0, 76293
0, 0, 84186
0, 0, 73241
0, 0, 87310
0, 0, 76461
0, 0, 45154
0, 0, 4340
0, 0, 8407
0, 0, 79279
0, 0, 50414
0, 0, 93401
0, 0, 84857
0, 0, 75711
0, 0, 78577
0, 0, 76078
0, 0, 65569
0, 0, 81660
0, 0, 90140
0, 0, 76678
0, 0, 99366
0, 0, 4446
0, 0, 77357
0, 0, 86622
0, 0, 98738
0, 0, 57913
0, 0, 85371
0, 0, 4386
0, 0, 152021
0, 0, 4896
0, 0, 196400
0, 0, 6219
0, 0, 208503
0, 0, 6608
0, 0, 101229
0, 0, 8832
0, 0, 199858
0, 0, 208060
0, 0, 9395
0, 0, 204697
0, 0, 3778
0, 0, 22867
0, 0, 4668
0, 0, 4926
0, 0, 190476
0, 0, 3933
0, 0, 207823
0, 0, 4910
0, 0, 206423
0, 0, 4273
0, 0, 260791
0, 0, 3998
0, 0, 207847
0, 0, 10082
0, 0, 238347
0, 0, 4281
0, 0, 202371
0, 0, 6306
0, 0, 282911
0, 0, 24964
0, 0, 208930
0, 0, 4354
0, 0, 181107
0, 0, 19369
0, 0, 203786
0, 0, 3654
0, 0, 198723
0, 0, 4841
0, 0, 213548
0, 0, 5751
0, 0, 2157
0, 0, 4235
0, 0, 102125
0, 0, 5525
0, 0, 86427
0, 0, 60583
0, 0, 5019
0, 0, 108209
0, 0, 5194
0, 0, 123738
0, 0, 9661
0, 0, 210080
0, 0, 8515
0, 0, 209867
0, 0, 8506
0, 0, 211374
0, 0, 10421
0, 0, 213632
0, 0, 2302
0, 0, 202007
0, 0, 213863
